id,service_request_id,service_request_parent_id,date_requested,case_age_days,service_name,case_record_type,date_updated,status,lat,lng,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,public_description,urgent
624,2475988,2471526,2019-01-02T13:46:00,7,Container Left Out,ESD Complaint/Report,2019-01-09T00:00:00,Closed,32.77582,-117.065,9,38,College Area,,Phone,,cans left out on the street,no
625,2475989,,2019-01-02T13:47:00,,Graffiti Removal,TSW,,Referred,32.71678,-117.144,3,8,Greater Golden Hill,,Mobile,This report has been referred to Graffiti ? SDGE Poles and Boxes at aesgraffitihotline4sdge@yahoo.com,,no
628,2475993,2437973,2019-01-02T13:50:00,16,Illegal Dumping,ESD Complaint/Report,2019-01-18T00:00:00,Closed,32.73153,-117.252,2,30,Peninsula,,Web,,Three bicycles were left in the back alley.,no
629,2475994,,2019-01-02T13:51:00,27,Paint Curb - Maintain,TSW,2019-01-29T00:00:00,Closed,32.77223,-117.196,2,12,Linda Vista,,Mobile,,Faded red zone st corner of solar,no
630,2475996,2475461,2019-01-02T13:52:00,126,Street Light Out,TSW,2019-05-09T00:00:00,Closed,32.79776,-117.151,7,35,Serra Mesa,,Web,,Children's Way numerous street lights are out near Children's Hospital and crosswalk blinking lights not working either,no
633,2475999,,2019-01-02T13:54:00,70,Street Light Out,TSW,2019-03-13T00:00:00,Closed,32.79823,-117.153,7,35,Serra Mesa,,Web,,Street lights and cross walks lights out,no
634,2476001,,2019-01-02T13:55:00,43,Street Light Out,TSW,2019-02-14T00:00:00,Closed,32.79891,-117.151,7,35,Serra Mesa,,Web,,Street lights and cross walks out,no
635,2476002,2475971,2019-01-02T13:55:00,15,Homeless Encampment,ESD Complaint/Report,2019-01-17T00:00:00,Closed,32.74786,-117.251,2,23,Ocean Beach,,Mobile,,,no
636,2476003,,2019-01-02T13:55:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.97733,-117.131,5,29,Rancho Penasquitos,,Phone,,Missed,no
637,2476006,,2019-01-02T13:58:00,76,Illegal Dumping from Vehicle,ESD Complaint/Report,2019-03-19T00:00:00,Closed,32.82138,-117.172,6,6,Clairemont Mesa,,Web,,Large furniture items and shopping carts left in alley,no
638,2476007,,2019-01-02T14:01:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,33.04645,-117.063,5,31,Rancho Bernardo,,Web,,Truck cleared one side of the street over five hours ago and never returned to do the other side of the street.,no
639,2476009,,2019-01-02T14:04:00,1,Out Late,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.92924,-117.154,6,15,Mira Mesa,,Phone,,,no
640,2476012,,2019-01-02T14:06:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.9674,-117.097,5,29,Rancho Penasquitos,,Web,,"This vehicle has been parked for many weeks in the same spot, appears to be abandoned; the front extends into the red curb zone.",no
641,2476013,,2019-01-02T14:06:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.95814,-117.143,5,29,Rancho Penasquitos,,Phone,,container was to close to a vehicle,no
642,2476014,,2019-01-02T14:08:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,40.75479,-73.9688,,,,,Phone,,,no
643,2476015,,2019-01-02T14:08:00,2,Potential Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.97496,-117.086,5,3,Carmel Mountain Ranch,,Phone,,,no
644,2476017,,2019-01-02T14:08:00,4,Pavement Repair Issue,TSW,2019-01-06T00:00:00,Closed,32.68186,-117.07,4,44,Skyline-Paradise Hills,,Phone,,Road is bumpy after city repairs. Contact is Jesus at 619-479-3944,no
645,2476019,,2019-01-02T14:09:00,2,72 Hour Violation,Parking,2019-01-04T00:00:00,Closed,32.73624,-117.079,4,57,Mid-City:Eastern Area,,Web,,Has been parking in front of 5428 Krenning St for over a month. No flat tires. Car is in good condition,no
648,2476023,,2019-01-02T14:11:00,,OTHER,TSW,,Referred,32.84344,-117.196,6,6,Clairemont Mesa,,Mobile,This report has been referred to Police CRO ? Northern at sdpdnorthern@pd.sandiego.gov,,no
650,2476025,,2019-01-02T14:13:00,13,72 Hour Violation,Parking,2019-01-15T00:00:00,Closed,32.54538,-117.05,8,33,San Ysidro,CORAL GATE NP,Web,,This Hearse has been parked in front of my house for 2 wks now. Has not been moved at all.,no
651,2476026,,2019-01-02T14:13:00,15,72 Hour Violation,Parking,2019-01-17T00:00:00,Closed,32.69418,-117.066,4,11,Encanto Neighborhoods,,Web,,parking over 72 hours. I thhink the car is disabled and they are using street surface as storage,no
653,2476030,,2019-01-02T14:15:00,398,Parking Zone Violation,Parking,,New,32.9674,-117.097,5,29,Rancho Penasquitos,,Web,,"This vehicle has been parking along this curb for more than a month. Most of the time it extends into the red curb zone, and/or is parked far from the curb which obstructs view of drivers turning right from the alley (Caminito Anzio) to Via Rimini.",no
654,2476035,,2019-01-02T14:19:00,22,Graffiti Removal,TSW,2019-01-24T00:00:00,Closed,32.72495,-117.096,4,56,Mid-City:City Heights,,Web,,Gang tags on eastern metal guard rail of Fairmount Ave overpass above Oak Creek.,no
655,2476036,,2019-01-02T14:20:00,0,Street Light Out,TSW,2019-01-02T00:00:00,Closed,32.56924,-117.036,8,26,Otay Mesa,,Web,,"Hello, the pole light outside of 4549 Pacific Riviera Way has an issue with pigeons which is causing frequent build-up of poop issues on the street and pole. The HOA is requesting that the City install spikes to at least this light in the community or confirmation if the City will allow the HOA to install the spikes on the poles. The Community Manager Elle Alan may be reached at 858-349-6491",no
657,2476038,,2019-01-02T14:21:00,2,Pothole,TSW,2019-01-04T00:00:00,Closed,32.74593,-117.059,4,57,Mid-City:Eastern Area,,Mobile,,3 potholes before streetlight on College,no
658,2476040,,2019-01-02T14:21:00,7,Potential Missed Collection,ESD Complaint/Report,2019-01-09T00:00:00,Closed,32.96776,-117.14,5,29,Rancho Penasquitos,,Mobile,,My trash cans were not emptied,no
659,2476042,,2019-01-02T14:22:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.7423,-117.24,2,30,Peninsula,,Web,,Blue can not picked up Monday,no
660,2476043,,2019-01-02T14:23:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.69598,-117.085,4,11,Encanto Neighborhoods,,Mobile,,Car has been parked for more the 72 hours (3days),no
661,2476048,2475971,2019-01-02T14:26:00,15,Illegal Dumping,ESD Complaint/Report,2019-01-17T00:00:00,Closed,32.74777,-117.251,2,23,Ocean Beach,,Mobile,,Someone dumped a mattress by our dumpster a couple weeks ago. I,no
663,2476052,,2019-01-02T14:27:00,133,Container Left Out,ESD Complaint/Report,2019-05-15T00:00:00,Closed,32.81319,-117.253,2,27,Pacific Beach,,Web,,This resident stores her trash cans on the street.,no
664,2476053,,2019-01-02T14:28:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.8435,-117.258,1,10,La Jolla,,Mobile,,Abandoned vehicle,no
665,2476054,,2019-01-02T14:29:00,1,Illegal Dumping,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.74978,-117.248,2,23,Ocean Beach,,Phone,,couch and chair in alley,no
670,2476064,,2019-01-02T14:37:00,41,Graffiti Removal,TSW,2019-02-12T00:00:00,Closed,32.70201,-117.067,4,11,Encanto Neighborhoods,,Mobile,,,no
671,2476065,2476064,2019-01-02T14:38:00,,Graffiti Removal,TSW,,Referred,32.70194,-117.067,4,11,Encanto Neighborhoods,,Mobile,This report has been referred to Graffiti ? SDGE Poles and Boxes at aesgraffitihotline4sdge@yahoo.com,,no
672,2476066,,2019-01-02T14:38:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.75038,-117.195,3,24,Old Town San Diego,,Web,,We parked in an underground parking structure at the Courtyard Marriott in Old Town San Diego. The parking space violated a parking ordinance that did not provide enough clearance for a regular sedan causing damage to our vehicle. It had an overhang/vent that was not marked in any way. We told the management and wouldn't you know - the very next minute signs were put up and they are not accepting responsibility. I have photos of the parking space before the signs as well.,no
674,2476069,,2019-01-02T14:39:00,21,Graffiti Removal,TSW,2019-01-23T00:00:00,Closed,32.70161,-117.067,4,11,Encanto Neighborhoods,,Mobile,,Tagging,no
675,2476071,,2019-01-02T14:39:00,62,Graffiti Removal,TSW,2019-03-05T00:00:00,Closed,32.74589,-117.107,9,56,Mid-City:City Heights,,Mobile,,Graffiti on wall.,no
676,2476072,,2019-01-02T14:39:00,20,Graffiti Removal,TSW,2019-01-22T00:00:00,Closed,32.70157,-117.067,4,11,Encanto Neighborhoods,,Mobile,,,no
677,2476073,,2019-01-02T14:41:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.73439,-117.096,9,56,Mid-City:City Heights,,Web,,This vehicle has been parked for months without moving a single inch and it is also taking up two parkings. No one checks up on the car or moves it.,no
678,2476074,2455904,2019-01-02T14:41:00,35,Illegal Dumping,ESD Complaint/Report,2019-02-06T00:00:00,Closed,32.74611,-117.105,9,56,Mid-City:City Heights,,Mobile,,Couch left on corner.,no
679,2476075,,2019-01-02T14:41:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.73017,-117.103,9,56,Mid-City:City Heights,,Web,,The car has been parked in front of our house for 4 days and owners were seen dropping it off and driving away in out of country car. Not sure if the car owners live around the area or not.,no
680,2476076,,2019-01-02T14:41:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,,,,,,,Phone,,,no
681,2476077,,2019-01-02T14:41:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.7438,-117.128,3,28,North Park,,Mobile,,"Parked for over 72 hours, stolen shopping cart in back of car, at least 2 men living in car, looks non operational, trash everywhere",no
682,2476080,,2019-01-02T14:43:00,1,,Storm Water Code Enforcement,2019-01-03T00:00:00,Closed,32.80947,-117.12,6,50,Kearny Mesa,,Email,,,no
683,2476082,,2019-01-02T14:46:00,44,Graffiti Removal - Code Enforcement,TSW,2019-02-15T00:00:00,Closed,32.70413,-117.15,8,4,Downtown,,Phone,,,no
686,2476088,,2019-01-02T14:49:00,6,72 Hour Violation,Parking,2019-01-08T00:00:00,Closed,32.79859,-117.009,7,20,Navajo,,Mobile,,,no
687,2476089,,2019-01-02T14:49:00,2,Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.96268,-117.219,1,21,Carmel Valley,,Phone,,claims him and his neighbor were not collected.,no
688,2476092,,2019-01-02T14:50:00,0,Oversized Vehicle Complaints,Parking,2019-01-02T00:00:00,Closed,32.80139,-117.177,6,6,Clairemont Mesa,,Mobile,,Mobile home,no
689,2476093,,2019-01-02T14:52:00,27,Vegetation Encroachment,TSW ROW,2019-01-29T00:00:00,Closed,32.70413,-117.15,8,4,Downtown,,Phone,,,no
690,2476096,,2019-01-02T14:55:00,,Other,TSW,,Referred,32.80969,-117.152,7,50,Kearny Mesa,,Mobile,This report has been referred to Police CRO ? Eastern at sdpdeastern@pd.sandiego.gov,Stolen Vehicle,no
691,2476097,,2019-01-02T14:56:00,1,Traffic Signal On Flash,TSW,2019-01-03T00:00:00,Closed,32.74855,-117.161,3,42,Uptown,,Mobile,,All lights flashing red at intersection 5th & University,no
692,2476105,,2019-01-02T15:03:00,13,72 Hour Violation,Parking,2019-01-15T00:00:00,Closed,32.91252,-117.139,6,15,Mira Mesa,,Mobile,,Car not driveable due to collision,no
693,2476106,,2019-01-02T15:03:00,188,Trenches,TSW ROW,2019-07-09T00:00:00,Closed,43.80413,-120.554,,,,,,,SIDEWALK WORK W.OUT ROW / TCP PERMIT,no
695,2476108,,2019-01-02T15:07:00,5,Waste on Private Property,ESD Complaint/Report,2019-01-07T00:00:00,Closed,,,,,,,Phone,,Trash littered around the property,no
696,2476110,,2019-01-02T15:08:00,13,72 Hour Violation,Parking,2019-01-15T00:00:00,Closed,32.738,-117.13,3,28,North Park,,Mobile,,Abandoned vehicle,no
697,2476114,,2019-01-02T15:14:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,33.02665,-117.067,5,31,Rancho Bernardo,,Web,,"My trash was not picked up today, all of the neighbors has been collected.",no
698,2476116,2472838,2019-01-02T15:16:00,1,72 Hour Violation,Parking,2019-01-03T00:00:00,Closed,32.70089,-117.106,9,37,Southeastern San Diego,,Web,,There is a grey Toyota Scion that has been badly damaged in the front (not running) abandoned in the front of my house for 2 weeks. Need vehicle towed.,no
700,2476118,,2019-01-02T15:17:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.74685,-117.052,4,57,Mid-City:Eastern Area,,Mobile,,Parked for several weeks on the street in the same spot.,no
701,2476119,310173,2019-01-02T15:18:00,197,Evaluate for Resurfacing,TSW,2019-07-18T00:00:00,Closed,32.80086,-117.018,7,20,Navajo,,Web,,The whole street from Navajo to cawles mountain blvd needs to be resurfaced. It is so filled with potholes.,no
702,2476121,,2019-01-02T15:19:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.56249,-117.061,8,33,San Ysidro,,Web,,The vehicle has been parked for over 3 weeks.,no
703,2476122,,2019-01-02T15:20:00,,Other Right-of-Way Maintenance,TSW,,Referred,32.7601,-117.157,3,42,Uptown,,Mobile,This report has been referred to Police CRO ? Western at sdpdwestern@pd.sandiego.gov,This is my third submission of the situation. The sidewalk has been partially blocked for over three months. Each time it gets closed without any action. My phone number contact should all be here but I will reiterate again now. Jimdax. 619-840-0899 address 4448 Caminito Fuente San Diego 92116. Email Jim Dax 8@gmail.com. Thank you,no
709,2476131,,2019-01-02T15:30:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,33.03684,-117.062,5,31,Rancho Bernardo,,Phone,,Missed Recycle,no
710,2476132,,2019-01-02T15:31:00,7,Pothole,TSW,2019-01-09T00:00:00,Closed,32.91043,-117.201,6,15,Mira Mesa,,Web,,"Sorrento Valley Blvd bear the tracks, Roselle Street and under the 805 bridge is another obstacle course of bumps and potholes.",no
711,2476133,,2019-01-02T15:31:00,1,Traffic Signal On Flash,TSW,2019-01-03T00:00:00,Closed,32.71237,-117.085,4,11,Encanto Neighborhoods,,Mobile,,Lights are not working normal,no
712,2476134,,2019-01-02T15:32:00,12,Missed Collection,ESD Complaint/Report,2019-01-14T00:00:00,Closed,32.70835,-117.081,4,11,Encanto Neighborhoods,,Phone,,****ADA***Missed both recycle and trash.,no
713,2476135,,2019-01-02T15:33:00,2,Pothole,TSW,2019-01-04T00:00:00,Closed,32.80174,-117.215,2,27,Pacific Beach,,Mobile,,Two potholes have been repaired at the corner of Mission Bay Drive but they have sunk enough to cause real damage when cars are driving at speed. They should be filled immediately. And made level with the street.,no
714,2476137,,2019-01-02T15:38:00,15,72 Hour Violation,Parking,2019-01-17T00:00:00,Closed,32.82041,-117.198,6,6,Clairemont Mesa,TECOLOTE CANYON NATURAL OS PARK,Web,,This large commercial -looking box truck continues to park along Lehrer Drive for 3+ days at a time without moving. Its size makes it difficult to see around for drivers and pedestrians trying to cross or merge onto Lehrer Drive from the surrounding cross streets.,no
715,2476139,,2019-01-02T15:38:00,2,Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.92969,-117.105,5,9,Miramar Ranch North,,Phone,,"refuse missed, requesting for pick up please.",no
719,2476146,2476142,2019-01-02T15:44:00,2,Pothole,TSW,2019-01-04T00:00:00,Closed,32.76276,-117.064,9,57,Mid-City:Eastern Area,,Web,,Northbd lane near the entrance of CVS shopping center.,no
720,2476148,,2019-01-02T15:47:00,2,Pothole,TSW,2019-01-04T00:00:00,Closed,32.80573,-117.221,2,27,Pacific Beach,,Phone,,SB DRIVE VERY ROUGH TO DRIVE,no
724,2476155,,2019-01-02T15:52:00,14,Pothole,TSW,2019-01-16T00:00:00,Closed,32.75379,-117.164,3,42,Uptown,,Mobile,,Entire block is riddled with potholes.,no
725,2476156,,2019-01-02T15:53:00,398,Paint Striping - Maintain,TSW,,In Process,32.74676,-117.133,3,28,North Park,,Mobile,,Fading lines,no
726,2476157,,2019-01-02T15:53:00,21,Graffiti Removal,TSW,2019-01-23T00:00:00,Closed,32.75321,-117.078,9,57,Mid-City:Eastern Area,,Web,,Graffiti on rear of stop sign at this intersection,no
727,2476158,,2019-01-02T15:54:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,33.02818,-117.093,5,31,Rancho Bernardo,,Phone,,,no
728,2476159,,2019-01-02T15:55:00,2,Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.96037,-117.091,5,5,Sabre Springs,,Email,,,no
729,2476160,,2019-01-02T15:55:00,20,Shopping Cart,ESD Complaint/Report,2019-01-22T00:00:00,Closed,32.77626,-117.164,7,12,Linda Vista,,Mobile,,Shopping cart in middle of the street,no
730,2476163,,2019-01-02T15:58:00,21,72 Hour Violation,Parking,2019-01-23T00:00:00,Closed,32.7483,-117.116,9,56,Mid-City:City Heights,,Web,,The vehicle has been there for 2 weeks in the same spot.,no
731,2476165,,2019-01-02T15:59:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,33.03636,-117.081,5,31,Rancho Bernardo,,Phone,,"Missed trash, whole side of street",no
732,2476166,,2019-01-02T15:59:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.75293,-117.051,4,57,Mid-City:Eastern Area,,Web,,This car has been abandoned for at least a couple of months.,no
733,2476167,,2019-01-02T15:59:00,12,Illegal Dumping,ESD Complaint/Report,2019-01-14T00:00:00,Closed,32.82834,-117.214,2,6,Clairemont Mesa,,Mobile,,Trash dumped overnight,no
734,2476168,2472974,2019-01-02T16:00:00,5,72 Hour Violation,Parking,2019-01-07T00:00:00,Closed,32.74307,-117.099,9,56,Mid-City:City Heights,,Web,,has not moved for 6 days it been parked from this pass Friday the front of my house is not a garage can you have this person leave this car in his garage this is the fifth time he leaves his junk car in front of my house please help,no
736,2476170,,2019-01-02T16:04:00,12,Illegal Dumping,ESD Complaint/Report,2019-01-14T00:00:00,Closed,32.76488,-117.122,3,59,Mid-City:Normal Heights,,Web,,Two Couches (Brown Sectional and Blue Couch)dumped in the Alley. They have blocked the exit/entrance of our Parish Hall parking lot if moved. Thank you for your help.,no
737,2476171,,2019-01-02T16:08:00,2,Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.96848,-117.137,5,29,Rancho Penasquitos,,Phone,,"refuse out late, requesting for pick up please.",no
738,2476173,,2019-01-02T16:14:00,6,Graffiti Removal,TSW,2019-01-08T00:00:00,Closed,32.83012,-117.195,6,6,Clairemont Mesa,,Web,,,no
740,2476175,,2019-01-02T16:17:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.7837,-117.254,2,18,Mission Beach,,Mobile,,,no
741,2476176,,2019-01-02T16:20:00,0,Trim Tree for Peds/Vehicle Clearance,TSW,2019-01-02T00:00:00,Closed,32.81246,-117.266,1,10,La Jolla,,Mobile,,,no
742,2476177,,2019-01-02T16:21:00,100,Scavenging,ESD Complaint/Report,2019-04-12T00:00:00,Closed,32.71886,-117.172,3,4,Downtown,,Mobile,,,no
744,2476180,,2019-01-02T16:27:00,96,Sidewalk Repair Issue,TSW,2019-04-08T00:00:00,Closed,32.75894,-117.14,3,28,North Park,,Web,,I just purchased a house located at this address. The sidewalk is in poor condition directly in front of my house.,no
745,2476181,,2019-01-02T16:28:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,33.02504,-117.059,5,31,Rancho Bernardo,,Phone,,,no
746,2476182,,2019-01-02T16:30:00,12,72 Hour Violation,Parking,2019-01-14T00:00:00,Closed,32.7493,-117.231,2,30,Peninsula,,Web,,Car is parked over two weeks and partially blocks carport making it difficult to park in and out,no
748,2476184,,2019-01-02T16:32:00,13,72 Hour Violation,Parking,2019-01-15T00:00:00,Closed,32.72968,-117.167,3,42,Uptown,,Web,,This car has been abandoned for over 2 weeks. It is sitting in front of our house for over 2 weeks.,no
749,2476185,,2019-01-02T16:34:00,13,Container Left Out,ESD Complaint/Report,2019-01-15T00:00:00,Closed,32.76784,-117.068,9,38,College Area,,Mobile,,Two black canisters and one blue canister at curb along with miscellaneous other trash,no
750,2476186,,2019-01-02T16:36:00,2,Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,33.00479,-117.079,5,31,Rancho Bernardo,,Web,,"They did not take our Christmas tree. They took my neighbors' trees, but not mine. There are no ornaments or anything on the tree. It is a small one from Home Depot.",no
751,2476187,,2019-01-02T16:38:00,13,72 Hour Violation,Parking,2019-01-15T00:00:00,Closed,32.71965,-117.131,3,8,Greater Golden Hill,,Mobile,,1 week parked,no
753,2476189,,2019-01-02T16:40:00,70,Street Light Out,TSW,2019-03-13T00:00:00,Closed,32.80309,-117.143,7,35,Serra Mesa,,Web,,street light out in front of our tot lot. Closest address is 8601 Iverson Street San Diego 92123,no
754,2476192,,2019-01-02T16:43:00,1,Pothole,TSW,2019-01-04T00:00:00,Closed,32.82029,-117.166,6,6,Clairemont Mesa,,Mobile,,Pothole,no
755,2476193,,2019-01-02T16:44:00,1,Street Light Out,TSW,2019-01-03T00:00:00,Closed,32.71071,-117.085,4,11,Encanto Neighborhoods,,Mobile,,Light not timed correctly. Just went green orange red in 2 seconds,no
756,2476194,,2019-01-02T16:45:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.8027,-117.145,7,35,Serra Mesa,,Web,,dodge ram without tire- and on a jack- needs to be towed. Inoperable and has been parked for over 72 hrs,no
757,2476195,,2019-01-02T16:46:00,84,Container Left Out,ESD Complaint/Report,2019-03-27T00:00:00,Closed,32.67393,-117.064,4,44,Skyline-Paradise Hills,,Phone,,leaving containers out on street,no
758,2476197,,2019-01-02T16:47:00,5,Street Sweeping,TSW,2019-01-07T00:00:00,Closed,32.75898,-117.11,3,59,Mid-City:Normal Heights,,Phone,,Broken glass on peds bridge,no
759,2476198,,2019-01-02T16:47:00,33,72 Hour Violation,Parking,2019-02-04T00:00:00,Closed,32.74629,-117.158,3,42,Uptown,,Mobile,,72 hour,no
761,2476204,,2019-01-02T16:54:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.67694,-117.045,4,44,Skyline-Paradise Hills,,Mobile,,"Car has damage to the front passager side, wheel broken unable to move.",no
762,2476205,,2019-01-02T16:54:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.75569,-117.224,2,30,Peninsula,,Mobile,,This motor home had moved in. People living in it for over a week,no
763,2476206,,2019-01-02T16:55:00,2,Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.92875,-117.017,5,16,Rancho Encantada,,Phone,,"greenery missed, requesting for pick up please.",no
764,2476207,,2019-01-02T16:56:00,0,Missed Collection,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.80304,-117.202,2,6,Clairemont Mesa,,Phone,,Missed Trash whole street,no
765,2476209,,2019-01-02T16:59:00,9,Graffiti Removal,TSW,2019-01-11T00:00:00,Closed,33.01375,-117.081,5,31,Rancho Bernardo,,Web,,,no
767,2476211,,2019-01-02T16:59:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.92964,-117.143,6,15,Mira Mesa,,Phone,,"2 missed, requesting for pick up please.",no
768,2476214,,2019-01-02T17:00:00,,Graffiti Removal,TSW,,Referred,32.71955,-117.137,3,1,Balboa Park,,Mobile,This report has been referred to Park and Recreation at askparks@sandiego.gov,,no
769,2476215,,2019-01-02T17:01:00,13,72 Hour Violation,Parking,2019-01-15T00:00:00,Closed,32.80845,-117.011,7,20,Navajo,,Mobile,,Bounder rv parked at corner of mulvaney and bobhird,no
770,2476216,,2019-01-02T17:01:00,,Graffiti Removal,TSW,,Referred,32.73505,-117.08,4,57,Mid-City:Eastern Area,,Mobile,This report has been referred to Graffiti ? SDGE Poles and Boxes at aesgraffitihotline4sdge@yahoo.com,"Graffiti on utility box, gang tag",no
771,2476217,,2019-01-02T17:02:00,1,Traffic Signal Light Out,TSW,2019-01-03T00:00:00,Closed,32.70061,-117.145,8,2,Barrio Logan,,Mobile,,The Yellow Ball on the mast arm of southeast bound National Ave. & Cesar Chavez is out.,no
772,2476218,2467287,2019-01-02T17:03:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.70418,-117.145,8,37,Southeastern San Diego,,Mobile,,,no
773,2476219,,2019-01-02T17:07:00,4,Pothole,TSW,2019-01-06T00:00:00,Closed,32.99084,-117.072,5,3,Carmel Mountain Ranch,,Web,,On turning right from CAmino Del Norte to Carmel Mountain Road. There is a pot hole as you make the right turn.,no
774,2476220,2464398,2019-01-02T17:09:00,1,72 Hour Violation,Parking,2019-01-03T00:00:00,Closed,32.76389,-117.085,9,58,Mid-City:Kensington-Talmadge,,Web,,Car has been parked infront of our home for over 96 hours. May be longer since we were out of town prior. This car was previously parked for extended period of time on another area of street. This is a reoccurring issue.,no
775,2476221,,2019-01-02T17:09:00,12,Homeless Encampment,ESD Complaint/Report,2019-01-14T00:00:00,Closed,32.72227,-117.231,2,30,Peninsula,,Mobile,,Blankets and rubbish,no
776,2476222,,2019-01-02T17:12:00,1,Pothole,TSW,2019-01-04T00:00:00,Closed,32.56529,-117.079,8,25,Otay Mesa-Nestor,,Mobile,,,no
777,2476223,,2019-01-02T17:20:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.76968,-117.182,2,12,Linda Vista,,Mobile,,"Heavy duty utility trailer parked at the top of a hill. Not attached to a vehicle, wheel not krimped into curb.",no
778,2476224,,2019-01-02T17:24:00,21,72 Hour Violation,Parking,2019-01-23T00:00:00,Closed,32.76331,-117.105,9,58,Mid-City:Kensington-Talmadge,,Web,,The van has been parked on the street for about 2 and a half weeks. The front wheel on the passenger side is flat. The car doesn?t have the sticker for 2018.,no
779,2476225,,2019-01-02T17:29:00,12,72 Hour Violation,Parking,2019-01-14T00:00:00,Closed,32.75902,-117.138,3,28,North Park,,Web,,This car has been parked here since Christmas. It appears ominous with it's tinted windows.,no
781,2476227,2392519,2019-01-02T17:31:00,14,Street Light Out,TSW,2019-01-16T00:00:00,Closed,32.74075,-117.219,2,30,Peninsula,,Web,,The street lights are out on all of Dumas St. Lots of families with children on this road. Please fix asap!,no
782,2476228,,2019-01-02T17:33:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.69479,-117.082,4,11,Encanto Neighborhoods,,Mobile,,,no
783,2476229,2467186,2019-01-02T17:36:00,99,Street Light Out,TSW,2019-04-11T00:00:00,Closed,32.7432,-117.221,2,30,Peninsula,,Mobile,,Both street lights at Clove and Elliott go on 2 - 3 hours after it gets dark. The rest of the lights on the street go on at dusk.,no
785,2476231,,2019-01-02T17:44:00,,Tree/Limb Fallen/Hanging,TSW,,Referred,32.95391,-117.137,5,29,Rancho Penasquitos,,Web,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,There are numerous trees in the canyon behind my house that hang over the fence and drop branches and leaves into my yard and pool. I would like these trees removed or trimmed so they dont litter my property.,no
786,2476232,2435901,2019-01-02T17:44:00,7,Illegal Dumping,ESD Complaint/Report,2019-01-10T00:00:00,Closed,32.75435,-117.138,3,28,North Park,,Mobile,,,no
787,2476233,,2019-01-02T17:45:00,27,Street Light Out,TSW,2019-01-29T00:00:00,Closed,32.69699,-117.114,9,37,Southeastern San Diego,,Web,,Light out. Lots of children in the area. Please fix.,no
788,2476234,,2019-01-02T17:47:00,1,72 Hour Violation,Parking,2019-01-03T00:00:00,Closed,32.80817,-117.166,6,6,Clairemont Mesa,,Web,,"2 cars, white Geo Metro and Black Camaro RS parked on street for several weeks without moving, owner does not live on this street but parks vehicles to store on this street frequently.",no
