service_request_id,service_request_parent_id,sap_notification_number,date_requested,case_age_days,service_name,case_record_type,date_updated,status,lat,lng,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,public_description,urgent-yes_no
2475756,2412804,,2019-01-02T10:44:00,50,Illegal Dumping,ESD Complaint/Report,2019-02-21T00:00:00,Closed,32.739502,-117.105448,9,56,Mid-City:City Heights,,Mobile,,,
2475758,,,2019-01-02T10:45:00,12,72 Hour Violation,Parking,2019-01-14T00:00:00,Closed,32.75548245,-117.1118535,3,59,Mid-City:Normal Heights,,Mobile,,Car abandon over 72 hrs. in a 2 hrs. parking zone.,
2475759,2469976,,2019-01-02T10:45:00,5,Shopping Cart,ESD Complaint/Report,2019-01-07T00:00:00,Closed,32.7723285,-117.1557029,7,19,Mission Valley,,Mobile,,Homeless carts and trash. It's all been there since December 30.,
2475760,,40300092956,2019-01-02T10:46:00,34,Chain Link Fence Repair,TSW,2019-02-05T00:00:00,Closed,32.73556653,-117.0643421,4,57,Mid-City:Eastern Area,CHOLLAS CP,Mobile,,Fence needs repair,
2475762,,,2019-01-02T10:48:00,0,Citizen Contact,Parking,2019-01-02T00:00:00,Closed,32.75714,-117.14064,3,28,North Park,,Mobile,,Expired linense tag,
2475765,,,2019-01-02T10:50:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.74265,-117.14931,3,42,Uptown,,Web,,Car has been parked in this location for 2 weeks and house occupants cannot park there,
2475766,,,2019-01-02T10:51:00,,Litter,ESD Complaint/Report,,Referred,32.5543182,-116.9339632,8,26,Otay Mesa,,Phone,This report has been referred to appropriate department or agency at streets_service@sandiego.gov,"boxes, carts, fast food junk, litter scattered on the street.",
2475767,,,2019-01-02T10:51:00,13,Container Left Out,ESD Complaint/Report,2019-01-15T00:00:00,Closed,32.7708107,-117.0793632,9,38,College Area,,Mobile,,Two blue dumpsters left out at curb.,
2475768,,,2019-01-02T10:51:00,,Other,TSW,,Referred,32.756485,-117.141268,3,28,North Park,,Mobile,This report has been referred to Police CRO ? Western at sdpdwestern@pd.sandiego.gov,Expired license tag.,
2475769,355959,,2019-01-02T10:51:00,119,Graffiti Removal,TSW,2019-05-01T00:00:00,Closed,32.6992712,-117.0934283,4,11,Encanto Neighborhoods,,Web,,,
2475772,2442626,,2019-01-02T10:53:00,56,Graffiti Removal,TSW,2019-02-27T00:00:00,Closed,32.7035364,-117.0934858,4,11,Encanto Neighborhoods,,Web,,,
2475775,,,2019-01-02T10:57:00,49,Graffiti Removal,TSW,2019-02-20T00:00:00,Closed,32.70425864,-117.0895859,4,11,Encanto Neighborhoods,,Web,,,
2475778,,,2019-01-02T10:59:00,,Other,TSW,,Referred,32.759254,-117.108252,9,58,Mid-City:Kensington-Talmadge,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,Homeless encampment.,
2475779,,,2019-01-02T11:00:00,8,Illegal Dumping,ESD Complaint/Report,2019-01-10T00:00:00,Closed,32.683269,-117.108364,8,37,Southeastern San Diego,,Mobile,,Illegal dumping. The dumping is being done by the neighbor in the alley.,
2475780,,40300092948,2019-01-02T11:01:00,2,Evaluate Tree for Removal/Root Prune,TSW,2019-01-04T00:00:00,Closed,32.76247368,-117.1015617,9,58,Mid-City:Kensington-Talmadge,,Phone,,"TWO CLUSTERS ON PALM TREE MAY FALL CAUSING IT TO LEAN, TOP HEAVY .",
2475782,,40300092939,2019-01-02T11:02:00,398,Sidewalk Repair Issue,TSW,,In Process,32.68322754,-117.1080151,8,37,Southeastern San Diego,,Mobile,,The sidewalk in front of 3946 Division St. is severely damaged with very dangerous trip hazards. A member of our group fell and sprained an ankle.,
2475783,,,2019-01-02T11:05:00,1,Graffiti Removal,TSW,2019-01-03T00:00:00,Closed,32.697018,-117.0862352,4,11,Encanto Neighborhoods,,Web,,,
2475784,,,2019-01-02T11:06:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.74736,-117.24374,2,23,Ocean Beach,,Web,,Car as been here 5 days,
2475785,,,2019-01-02T11:07:00,8,Illegal Dumping,ESD Complaint/Report,2019-01-10T00:00:00,Closed,32.6965339,-117.0929917,4,11,Encanto Neighborhoods,,Web,,Bed Mattress,
2475786,,,2019-01-02T11:07:00,21,72 Hour Violation,Parking,2019-01-23T00:00:00,Closed,32.71693,-117.11373,9,37,Southeastern San Diego,,Web,,"This car has expired tags, appears to be a total loss and has not moved for well over a week.",
2475787,2475783,,2019-01-02T11:08:00,,Graffiti Removal,TSW,,Referred,32.697018,-117.0862352,4,11,Encanto Neighborhoods,,Web,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,,
2475788,,,2019-01-02T11:08:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.9956852,-117.0896821,5,29,Rancho Penasquitos,,Phone,,Missed my street has been pick up,
2475789,2460397,,2019-01-02T11:08:00,253,Street Light Out,TSW,2019-09-12T00:00:00,Closed,32.7568472,-117.0877375,9,58,Mid-City:Kensington-Talmadge,,Phone,,street light out,
2475790,,,2019-01-02T11:08:00,1,Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.962452,-117.1391365,5,29,Rancho Penasquitos,,Web,,Missed recycle collection,
2475791,2475519,,2019-01-02T11:09:00,120,Illegal Dumping,ESD Complaint/Report,2019-05-02T00:00:00,Closed,32.73904053,-117.2543027,2,23,Ocean Beach,,Mobile,,"This apartment complexes always trash their stuff like mattresses, sofa, table, clothes which draw those homeless people to come and search around. It is very bothersome to see this view everyday from my window",
2475794,397823,,2019-01-02T11:13:00,85,Illegal Dumping,ESD Complaint/Report,2019-03-28T00:00:00,Closed,32.697018,-117.0862352,4,11,Encanto Neighborhoods,,Web,,Active homeless camp next to Crawford Dental Group.,
2475795,,,2019-01-02T11:13:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,,,,,,,Phone,,,
2475796,,,2019-01-02T11:13:00,0,Potential Missed Collection,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.7997086,-117.2575403,2,27,Pacific Beach,,Phone,,"two refuse cans skipped in alley, requesting for pick up please.",
2475798,,,2019-01-02T11:14:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,33.0418184,-117.0589509,5,31,Rancho Bernardo,,Phone,,Missed Trash street has been pick up,
2475799,,,2019-01-02T11:15:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.910053,-117.1518659,6,15,Mira Mesa,,Phone,,,
2475803,,,2019-01-02T11:16:00,5,Illegal Dumping,ESD Complaint/Report,2019-01-07T00:00:00,Closed,32.7390175,-117.2543383,2,23,Ocean Beach,,Mobile,,I see this view from my window everyday because of this apartment complex keeps dumping trash on the side of the apartment for those homeless people to pick up,
2475805,,,2019-01-02T11:19:00,398,Illegal Dumping,ESD Complaint/Report,,In Process,40.7550575,-73.9335549,,,,,Email,,,
2475806,,,2019-01-02T11:20:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,,,,,,,Phone,,,
2475807,,,2019-01-02T11:21:00,,Illegal Dumping,ESD Complaint/Report,,Referred,32.69222932,-117.0944291,4,11,Encanto Neighborhoods,,Web,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,Shopping Cart with items and spillage  at 805 freeway Northbound entry way.,
2475809,,,2019-01-02T11:21:00,99,Illegal Dumping,ESD Complaint/Report,2019-04-11T00:00:00,Closed,32.72240238,-117.1424665,3,1,Balboa Park,,Web,,"6 Reports. No action, despite the issue being ""closed"" by the City. There are mounds of garbage and filth behind the eucalyptus tree on teh corner of 26th and Pershing. It has been there for months, right next to city property and yet it remains. THe panhandlers leave all of their daily refuse there and we all have to look at it daily. PLEASE deal with it.",
2475811,2474926,,2019-01-02T11:22:00,16,Encroachment,ESD Complaint/Report,2019-01-18T00:00:00,Closed,32.7390175,-117.2543383,2,23,Ocean Beach,,Mobile,,"Mattresses, sofa, tables, boxes, clothes keep dumping on this corner of this apartment. The owner of this complex didn't care to take care of this problem. It's been on going problem for years now.",
2475812,,,2019-01-02T11:23:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.78033,-117.16784,7,12,Linda Vista,,Web,,"The car hasn't been moved in over a month, and is additionally taking up 1.5 parking spots due to its position relative to the neighbor's driveway.",
2475813,,,2019-01-02T11:24:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.9447634,-117.1240165,6,29,Rancho Penasquitos,,Phone,,,
2475814,,,2019-01-02T11:24:00,5,Graffiti Removal - Code Enforcement,TSW,2019-01-07T00:00:00,Closed,32.737803,-117.170352,3,42,Uptown,,Mobile,,,
2475815,,,2019-01-02T11:26:00,28,Homeless Encampment,ESD Complaint/Report,2019-01-30T00:00:00,Closed,32.7623816,-117.0635023,9,57,Mid-City:Eastern Area,,Mobile,,There's a homeless encampment here. I have tried to take pictures but they're always watching.,
2475817,,,2019-01-02T11:26:00,9,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.9432,-117.13608,6,29,Rancho Penasquitos,LOS PENASQUITOS CANYON OS,Web,,This van has been parked here since before dec 21st.  It?s been here in front of our house and we have no idea who it belongs to. The house it is parked along side of on the other street also has no idea either.   I took a pic of it on dec 21st cause it was creeping me out. It doesn?t move...,
2475818,,,2019-01-02T11:27:00,33,Illegal Dumping,ESD Complaint/Report,2019-02-04T00:00:00,Closed,32.6952908,-117.0942098,4,11,Encanto Neighborhoods,,Web,,Large sheets of wood and broken glass including a large black bulky vehilcle auto part From U -Store-It- Self-Storage to 805 North entry to Freeway is obstructing the sidewalk area.,
2475819,,,2019-01-02T11:28:00,1,72 Hour Violation,Parking,2019-01-03T00:00:00,Closed,32.80294,-117.2396,2,27,Pacific Beach,,Web,,"Abandoned vehicle. Ticketed on November 3, 2018. Expired tags since 11-18. Hasn?t moved in 3 months. Parked on street.  The BV in the license plate are perpendicular. B is above V.",
2475821,,,2019-01-02T11:29:00,12,72 Hour Violation,Parking,2019-01-14T00:00:00,Closed,32.74298,-117.14484,3,28,North Park,,Web,,"Hondo Shadow Motorcycle with California plate 21C4533 parked on street for over 2 weeks, appears abandoned and damaged.",
2475823,,,2019-01-02T11:30:00,,Street Flooded,TSW,,Referred,32.802751,-117.216602,2,27,Pacific Beach,,Mobile,This report has been referred to Water Repair (PUD) at water@sandiego.gov,Water coming out of the ground in Rubio's parking lot they say it's not theirs,
2475826,,40300092938,2019-01-02T11:32:00,9,Palm Frond Cleanup,TSW,2019-01-11T00:00:00,Closed,32.73217311,-117.2395806,2,30,Peninsula,,Phone,,PALM FRONDS DOWN,
2475828,,,2019-01-02T11:34:00,8,Graffiti Removal,TSW,2019-01-10T00:00:00,Closed,32.69324961,-117.0940106,4,11,Encanto Neighborhoods,,Web,,,
2475829,,40300092958,2019-01-02T11:36:00,2,Pothole,TSW,2019-01-04T00:00:00,Closed,32.5835005,-117.0584528,8,25,Otay Mesa-Nestor,,Web,,"Pothole on north side of Palm Avenue at Churrituck Drive. Previously reported and was told it was repaired, but it hasn't been repaired. This is newly laid asphalt (7/2018)",
2475830,2439005,,2019-01-02T11:36:00,398,Damaged Curb,TSW,,In Process,32.7512215,-117.2228655,2,30,Peninsula,,Web,,"CURB LOCATED NEAR DRIVEWAY FOR UNIT 2911 WORDEN ST, NEAR THE DUMPSTER #23 IS BROKEN WITH LARGE SECTIONS MISSING.",
2475831,,,2019-01-02T11:36:00,23,Graffiti Removal,TSW,2019-01-25T00:00:00,Closed,33.0216189,-117.0800518,5,31,Rancho Bernardo,,Web,,,
2475833,2475150,,2019-01-02T11:40:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.79369,-117.14403,7,35,Serra Mesa,,Mobile,,Car left for weeks,
2475837,,40300093000,2019-01-02T11:42:00,307,Street Light Out,TSW,2019-11-05T00:00:00,Closed,32.9566187,-117.2483903,1,40,Torrey Pines,,Web,,"Light has been out since December. Light is on the southwest side of Pinewood, across from 2570 Pinewood Street.",
2475838,,,2019-01-02T11:44:00,1,Potential Missed Collection,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.8982265,-117.1550366,6,15,Mira Mesa,,Phone,,My street has been pick up mine was missed,
2475839,,40300092990,2019-01-02T11:45:00,398,DRAINAGE CULVERT DEBRIS/TRASH,TSW,,In Process,32.79829007,-117.0892932,7,20,Navajo,,Phone,,"CP STATES CULVERT IN BACK IS PLUGGED, PLEASE CALL HIM WITH RESULTS OR IF YOU  HAVE QUESTIONS",
2475842,,,2019-01-02T11:47:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.76358,-117.14425,3,42,Uptown,,Web,,Parked on west side of Lomitas for over 10 days.,
2475843,,40300092959,2019-01-02T11:48:00,0,Traffic Signal Head Turned,TSW,2019-01-02T00:00:00,Closed,32.79300741,-117.0975024,7,20,Navajo,,Phone,,SIGNAL HEAD TURNED @ S/W/C,
2475844,,,2019-01-02T11:48:00,29,72 Hour Violation,Parking,2019-01-31T00:00:00,Closed,32.76288,-117.20355,2,12,Linda Vista,,Web,,"The car is in disrepair , and has not moved from the spot for almost 2 weeks. It is not an employee in the area as we see the owner drive away in another vehicle after removing things from it .",
2475847,,40300092949,2019-01-02T11:51:00,398,Sidewalk Repair Issue,TSW,,In Process,32.7501,-117.1374,3,28,North Park,,Web,,"The tree roots are cracking the sidewalk and lifting the side walk, to a point where people are tripping when walking.the online System refreshed and erased the address. The tree issue is at 3020 B Street, San Diego, Ca 92102.",
2475848,,,2019-01-02T11:51:00,1,72 Hour Violation,Parking,2019-01-03T00:00:00,Closed,32.74253,-117.2291,2,30,Peninsula,,Web,,The vehicle has been parking in front of our house since approximately 12.21.18 or earlier.,
2475849,,,2019-01-02T11:51:00,21,Graffiti Removal,TSW,2019-01-23T00:00:00,Closed,32.69714355,-117.0942798,4,11,Encanto Neighborhoods,,Mobile,,,
2475850,,,2019-01-02T11:52:00,77,Dead Animal,ESD Complaint/Report,2019-03-20T00:00:00,Closed,32.7428807,-117.0789715,4,57,Mid-City:Eastern Area,,Phone,,Death Possum,
2475851,,,2019-01-02T11:54:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.70874,-117.14233,8,37,Southeastern San Diego,,Mobile,,Car parked for 2 weeks,
2475852,2492140,,2019-01-02T11:55:00,54,Pothole,TSW,2019-02-26T00:00:00,Closed,32.7290986,-117.2089053,2,98,Reserve,,Web,,"ALLIGATORING ON ROADWAY WITH MANY DEEP POTHOLES. DAMAGED WHEEL AND TIRE. REPORTED FOR CONSTITUENT GANN, B.",
2475853,,,2019-01-02T11:55:00,,Other,TSW,,Referred,32.73969395,-117.1713501,3,42,Uptown,,Mobile,This report has been referred to SDG&E at info@sdge.com,"Loose gas cover, does damage to tires and makes loud noise every time a car runs over it.",
2475854,,,2019-01-02T11:55:00,,Other,TSW,,Referred,32.739166,-117.162461,3,42,Uptown,,Mobile,This report has been referred to Police CRO ? Central at sdpdcentral@pd.sandiego.gov,"Somebody kicked or hit my car and dented it. 5 other cars were also damaged on my street and one had a boot print on it, so I'm assuming mine was also kicked. This happened Sunday night 12/30 - early morn Monday 12/31.",
2475856,,,2019-01-02T11:59:00,7,Homeless Encampment,ESD Complaint/Report,2019-01-09T00:00:00,Closed,32.74008435,-117.2547327,2,23,Ocean Beach,,Phone,,,
2475857,,,2019-01-02T12:01:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,40.7520625,-73.9677259,,,,,Phone,,,
2475859,,,2019-01-02T12:03:00,104,Illegal Dumping,ESD Complaint/Report,2019-04-16T00:00:00,Closed,32.754988,-117.1273485,3,28,North Park,,Mobile,,On illinois st looks like eviction pile. Been there 2 weeks,
2475860,,40300093010,2019-01-02T12:04:00,1,CONVEYANCES BROKEN,TSW,2019-01-03T00:00:00,Closed,32.78276722,-117.072676,7,20,Navajo,,Web,,"Our neighbors moved out of 5882 several weeks ago.  The property has a storm drain stand pipe to the east of the garage.  When we returned from our holiday vacation on Dec. 29, we heard rushing water in the pipe.  It has continued 24/7 as of Jan 2, 2019.  We are concerned there may be something unusual happening.  It is not common for us to hear the rushing water days at a time.  Please check it out and confirm there is not an issue.",
2475863,2457249,,2019-01-02T12:06:00,124,Graffiti Removal,TSW,2019-05-06T00:00:00,Closed,32.724966,-117.16473,3,42,Uptown,,Mobile,,Graffiti,
2475864,,,2019-01-02T12:07:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.80371,-117.24511,2,27,Pacific Beach,,Mobile,,,
2475866,,,2019-01-02T12:08:00,3,Potential Missed Collection,ESD Complaint/Report,2019-01-05T00:00:00,Closed,32.7818727,-117.2532872,2,18,Mission Beach,,Phone,,"Container needs emptying for exchange, customer came and picked uip can from MMP",
2475868,,,2019-01-02T12:12:00,50,Graffiti Removal,TSW,2019-02-21T00:00:00,Closed,32.720666,-117.084673,4,57,Mid-City:Eastern Area,,Mobile,,,
2475869,,40300093030,2019-01-02T12:12:00,56,Pavement Repair Issue,TSW,2019-02-27T00:00:00,Closed,32.746047,-117.060032,4,57,Mid-City:Eastern Area,,Mobile,,Slurry seal starting to fail yet again.  College between Streamview and University.,
2475870,,,2019-01-02T12:12:00,6,Illegal Dumping,ESD Complaint/Report,2019-01-08T00:00:00,Closed,32.7417414,-117.0824652,4,57,Mid-City:Eastern Area,,Mobile,,Palm tree roots. Dumped across from 5261 Chollas Pkwy near curb.,
2475871,,,2019-01-02T12:13:00,8,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.71412,-117.12159,8,37,Southeastern San Diego,,Web,,"This car (Nissan Altima has been parked same place over a month.somo guy never seen in this community was seen remove plates from back of car and the front plates has no stickers.this vehicle concerns me that is stolen ,and belogns to someone else.",
2475873,,,2019-01-02T12:14:00,,Other,TSW,,Referred,32.747636,-117.160322,3,42,Uptown,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,Homeless entry to Perricanos through ceiling,
2475874,,,2019-01-02T12:15:00,,Street Flooded,TSW,,Referred,32.76645922,-117.0590623,9,38,College Area,,Mobile,This report has been referred to Water Repair (PUD) at water@sandiego.gov,Water leaking from meter box directly across the street from 4833 Filipo St. meter leaking for two months causing lake in street. Corner of Filipo and Seminole Drive.  Near El Cajon blvd.,
2475875,,,2019-01-02T12:15:00,5,Graffiti Removal,TSW,2019-01-07T00:00:00,Closed,32.747638,-117.160547,3,42,Uptown,,Mobile,,,
2475876,,,2019-01-02T12:18:00,398,Missed Collection,ESD Complaint/Report,,Closed,32.7377155,-117.2506907,2,23,Ocean Beach,,Web,,missed recycle cans,
2475878,,40300093004,2019-01-02T12:18:00,13,Street Flooded,TSW,2019-01-15T00:00:00,Closed,32.74835349,-117.1496896,3,42,Uptown,,Mobile,,Water is spilling out of sewer grate and flowing for a few blocks,
2475879,2475456,,2019-01-02T12:21:00,398,Street Light Out,TSW,,In Process,32.7568319,-117.0868608,9,58,Mid-City:Kensington-Talmadge,,Web,,"The three street lights on this block are out. A resident told me he has called city offices twice asked for the lights to be repaired, but they still don't work.",
2475880,,,2019-01-02T12:22:00,,,Storm Water Code Enforcement,,Referred,32.83743752,-117.0287631,7,47,Tierrasanta,,Web,This report has been referred to appropriate department or agency at watersheds@sdcounty.ca.gov,Street sweeping needed on Mission Gorge Rd west bound starting at West Hills parkway to Father Junipero Serra Trail.  Lots of gravel.  Looks like vehicle lanes were cleaned with everything swept into the bike path.,
2475881,,40300093020,2019-01-02T12:23:00,51,Traffic Sign - Maintain,TSW,2019-02-22T00:00:00,Closed,32.74981012,-117.206399,2,14,Midway-Pacific Highway,,Phone,,"Pick up ""No Parking"" sign near TJ Max.",
2475882,,40300092991,2019-01-02T12:23:00,1,Pavement Repair Issue,TSW,2019-01-03T00:00:00,Closed,32.78041872,-117.1535821,7,35,Serra Mesa,,Web,,Large gouge in north bound lane of Mission Center Road after Aquatera Apartment Homes. Gouge runs for approximately 100 meters. Causing damage to residents' vehicles.,
2475884,,40300093063,2019-01-02T12:24:00,85,Pothole,TSW,2019-03-28T00:00:00,Closed,32.80818966,-117.072247,7,20,Navajo,,Web,,"Street sweeping needed on Mission Gorge Road west bound, west of Margerum to Princess View Dr.",
2475887,,,2019-01-02T12:29:00,7,72 Hour Violation,Parking,2019-01-09T00:00:00,Closed,32.82041,-117.19839,6,6,Clairemont Mesa,TECOLOTE CANYON NATURAL OS PARK,Web,,Vehicle has been parked unmoved for 3 weeks on the south side of Lehrer Drive.,
2475888,,,2019-01-02T12:30:00,,Other,Traffic Engineering,,Referred,32.771258,-117.246786,2,17,Mission Bay Park,MISSION BAY PARK,Mobile,This report has been referred to Private Contractor at trash@sandiego.gov,26 lome scooters NE corner of 1000 block of west mission bay dr entrance to bahia hotel... very unsafe please have removed not enough space for a wheelchaur or stroller to passby,
2475889,,40300092996,2019-01-02T12:30:00,85,Street Sweeping,TSW,2019-03-28T00:00:00,Closed,32.80000142,-117.091677,7,20,Navajo,,Web,,Street sweeping needed on west bound bike lane on mission gorge road from just prior to Old Cliffs Rd all the way down to Zion.   It's been terrible for a long time and this forces cyclists into the vehicle lane - a very dangerous situation.  This is the third report for the west bound bike lane on mission gorge road.  Basically from the West Hills Parkway to Zion needs to be cleaned.  Clearly the sweeper is only cleaning the vehicle lanes and all the debris covers the bike lane.,
2475890,,40300093031,2019-01-02T12:31:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.912533,-117.091519,5,34,Scripps Miramar Ranch,,Mobile,,Pothole in concrete turning,
2475891,,,2019-01-02T12:31:00,5,72 Hour Violation,Parking,2019-01-07T00:00:00,Closed,32.82155,-117.16616,6,6,Clairemont Mesa,,Web,,"out of country plates Flat tires and has been sitting for at least 30 days,",
2475892,,,2019-01-02T12:31:00,2,Missed Collection,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.9548542,-117.0904175,5,5,Sabre Springs,,Web,,Our blue recycle container was not picked up today,
2475894,2475890,,2019-01-02T12:32:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.91218,-117.092555,5,34,Scripps Miramar Ranch,,Mobile,,Pothole and road surface disintegrating,
2475895,,,2019-01-02T12:33:00,13,Waste on Private Property,ESD Complaint/Report,2019-01-15T00:00:00,Closed,32.7819877,-117.0838999,7,20,Navajo,,Phone,,Neighbors unit #9  are disposing hazard materials and the manager wont do anything  I have trying to reach them a couple of times and ignore this is becoming a health issue.,
2475896,2475890,,2019-01-02T12:33:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.912054,-117.093107,5,34,Scripps Miramar Ranch,,Mobile,,Pothole and road surface disintegrating,
2475897,,,2019-01-02T12:34:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.79279,-117.15443,7,35,Serra Mesa,,Web,,There is a white ford taurus parked illegally on red zone at the corner of Starling Drive and Medow Lark Drive. License plates are expired (2001) and from Nevada.,
2475898,2475890,,2019-01-02T12:34:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.912006,-117.09335,5,34,Scripps Miramar Ranch,,Mobile,,Road surface disintegrating,
2475900,,,2019-01-02T12:35:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.90169511,-117.2019022,6,15,Mira Mesa,,Mobile,,,
2475902,2475890,,2019-01-02T12:35:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.911881,-117.093596,5,34,Scripps Miramar Ranch,,Mobile,,Pothole,
2475903,,,2019-01-02T12:36:00,398,Missed Collection,ESD Complaint/Report,,Closed,32.81145716,-117.2582939,2,27,Pacific Beach,,Web,,"Bin was out Sunday night. The only one in the alley not collected. We?ve left it out., after we called Monday. i",
2475904,2475890,,2019-01-02T12:36:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.911898,-117.094131,5,34,Scripps Miramar Ranch,,Mobile,,Pothole and road surface disintegrating,
2475905,,,2019-01-02T12:36:00,1,Collections Truck Leak,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.9479152,-117.1101823,5,29,Rancho Penasquitos,,Email,,,
2475906,2475890,,2019-01-02T12:37:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.911894,-117.093862,5,34,Scripps Miramar Ranch,,Mobile,,Road surface disintegrating,
2475907,,,2019-01-02T12:37:00,,Other,TSW,,Referred,32.75349728,-117.2094626,2,14,Midway-Pacific Highway,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,Transient Encampment,
2475908,2474376,,2019-01-02T12:37:00,7,TRAFFIC - Traffic Control Graffiti Removal,Traffic Engineering,2019-01-09T00:00:00,Closed,32.75287532,-117.248002,2,23,Ocean Beach,,Mobile,,,
2475909,2475890,,2019-01-02T12:38:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.911853,-117.093481,5,34,Scripps Miramar Ranch,,Mobile,,Pothole and road surface disintegrating,
2475910,,,2019-01-02T12:38:00,54,Illegal Dumping,ESD Complaint/Report,2019-02-25T00:00:00,Closed,32.7401677,-117.1122046,9,56,Mid-City:City Heights,,Mobile,,Illegal dumping broken glass on side walk personal hazard,
2475911,2475890,,2019-01-02T12:39:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.911888,-117.093173,5,34,Scripps Miramar Ranch,,Mobile,,Pothole and road surface disintegrating,
2475912,,40300093021,2019-01-02T12:39:00,398,Pavement Repair Issue,TSW,,In Process,32.911906,-117.093135,5,34,Scripps Miramar Ranch,,Mobile,,Pothole and road surface disintegrating,
2475914,2475890,,2019-01-02T12:41:00,1,Pothole,TSW,2019-01-03T00:00:00,Closed,32.912058,-117.092368,5,34,Scripps Miramar Ranch,,Mobile,,Pothole,
2475915,,40300093033,2019-01-02T12:42:00,4,Pothole,TSW,2019-01-06T00:00:00,Closed,32.972534,-117.069477,5,3,Carmel Mountain Ranch,,Mobile,,Pothole in the middle of the street on Ted Williams Parkway going East,
2475916,2455904,,2019-01-02T12:43:00,35,Illegal Dumping,ESD Complaint/Report,2019-02-06T00:00:00,Closed,32.7457215,-117.1052298,9,56,Mid-City:City Heights,,Mobile,,Matters and Buckets dumped in alley,
2475918,,,2019-01-02T12:45:00,77,Homeless Encampment,ESD Complaint/Report,2019-03-20T00:00:00,Closed,32.7405351,-117.1122046,9,56,Mid-City:City Heights,,Mobile,,Active homeless behind home which is for Sale lots of trash constant scavenging and has been going on by same man for a year!! Enough the neighborhood deserves better.,
2475919,,,2019-01-02T12:45:00,1,Out Late,ESD Complaint/Report,2019-01-03T00:00:00,Closed,32.9665446,-117.1392284,5,29,Rancho Penasquitos,,Phone,,"refuse out late, requesting for pick up please",
2475922,2467238,,2019-01-02T12:50:00,9,Traffic Sign - Maintain,TSW,2019-01-11T00:00:00,Closed,32.74563599,-117.1400261,3,28,North Park,,Mobile,,"The ""one way"" sign situated on the concrete round about barrier is broken. The sign is snapped in half and lays on its side.",
2475924,,,2019-01-02T12:51:00,1,Out Late,ESD Complaint/Report,2019-01-03T00:00:00,Closed,33.0089401,-117.0568132,5,31,Rancho Bernardo,,Phone,,Put containers out late.Requesting collection,
2475925,,,2019-01-02T12:51:00,8,Encroachment,ESD Complaint/Report,2019-01-10T00:00:00,Closed,32.7007183,-117.0902796,4,11,Encanto Neighborhoods,,Mobile,,The corner of Ocean View and Gloria Street 400 block of Gloria Street,
2475926,,,2019-01-02T12:51:00,0,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.89869031,-117.2067859,6,15,Mira Mesa,,Mobile,,,
2475927,,,2019-01-02T12:52:00,0,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,40.7607512,-73.9888183,,,,,Phone,,,
